"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Ldonovani.gff","Lmajor.gff","NonEsmeraldo.gff","T.brucei.gff","T.evansi.gff","esmerldolike.gff","infantum.gff"
"group_2802","","","3","3","1","1","1108","1","716","","746","746","746","LdBPK_200730.1","LmjF.20.0670","","","","","LINF_200012000"
"group_2803","","","3","3","1","1","1107","1","715","","647","647","647","LdBPK_200740.1","LmjF.20.0680","","","","","LINF_200012100"
"group_2804","","","3","3","1","1","1106","1","714","","3965","4019","4000","LdBPK_200750.1","LmjF.20.0690","","","","","LINF_200012200"
"group_2805","","","3","3","1","1","1105","1","713","","3182","3206","3198","LdBPK_200760.1","LmjF.20.0700","","","","","LINF_200012300"
"group_2806","","","3","3","1","1","1103","1","711","","11870","11999","11917","LdBPK_200780.1","LmjF.20.0770","","","","","LINF_200012600"
"group_2807","","","3","3","1","1","1102","1","710","","2078","2090","2085","LdBPK_200790.1","LmjF.20.0780","","","","","LINF_200012700"
"group_2809","","","3","3","1","1","1099","1","706","","1001","1007","1003","LdBPK_200830.1","LmjF.20.0820","","","","","LINF_200013100"
"group_2810","","","3","3","1","1","1097","1","705","","821","821","821","LdBPK_200840.1","LmjF.20.0830","","","","","LINF_200013200"
"group_2811","","","3","3","1","1","1096","1","704","","4724","4727","4725","LdBPK_200860.1","LmjF.20.0850","","","","","LINF_200013400"
"group_2812","","","3","3","1","1","1095","1","703","","1040","1040","1040","LdBPK_200870.1","LmjF.20.0860","","","","","LINF_200013500"
"group_2813","","","3","3","1","1","1094","1","702","","2306","2306","2306","LdBPK_200880.1","LmjF.20.0870","","","","","LINF_200013600"
"group_2814","","","3","3","1","1","1090","1","698","","851","854","853","LdBPK_200920.1","LmjF.20.0910","","","","","LINF_200014000"
"group_2815","","","3","3","1","1","1088","1","696","","2099","2180","2126","LdBPK_200960.1","LmjF.20.0950","","","","","LINF_200014400"
"group_2816","","","3","3","1","1","1082","1","692","","1514","1526","1522","LdBPK_201000.1","LmjF.20.0990","","","","","LINF_200014900"
"group_2817","","","3","3","1","1","1081","1","691","","2156","2168","2160","LdBPK_201010.1","LmjF.20.1000","","","","","LINF_200015000"
"group_2819","","","3","3","1","1","1079","1","690","","1010","1016","1012","LdBPK_201040.1","LmjF.20.1030","","","","","LINF_200015300"
"group_2820","","","3","3","1","1","1078","1","689","","2678","2687","2684","LdBPK_201050.1","LmjF.20.1040","","","","","LINF_200015400"
"group_2821","","","3","3","1","1","1074","1","685","","827","1163","939","LdBPK_201090.1","LmjF.20.1070","","","","","LINF_200015800"
"group_2822","","","3","3","1","1","1073","1","684","","5864","6923","6217","LdBPK_201110.1","LmjF.20.1090","","","","","LINF_200016000"
"group_2823","","","3","3","1","1","1072","1","682","","5846","5852","5850","LdBPK_201120.1","LmjF.20.1100","","","","","LINF_200016100"
"group_2824","","","3","3","1","1","1068","1","643","","959","962","960","LdBPK_201160.1","LmjF.20.1140","","","","","LINF_200016500"
"group_2825","","","3","3","1","1","1067","1","642","","809","809","809","LdBPK_201170.1","LmjF.20.1150","","","","","LINF_200016600"
"group_2827","","","3","3","1","1","1062","1","637","","2231","2231","2231","LdBPK_201240.1","LmjF.20.1200","","","","","LINF_200017100"
"group_2828","","","3","3","1","1","1060","1","636","","440","440","440","LdBPK_201260.1","LmjF.20.1220","","","","","LINF_200017300"
"group_2829","","","3","3","1","1","1059","1","634","","401","401","401","LdBPK_201270.1","LmjF.20.1230","","","","","LINF_200017400"
"group_283","","","3","3","1","1","10869","1","8574","","1838","1955","1877","LdBPK_190940.1","LmjF.19.0985","","","","","LINF_190015100"
"group_2830","","","3","3","1","1","1058","1","633","","8270","8273","8272","LdBPK_201280.1","LmjF.20.1240","","","","","LINF_200017500"
"group_2831","","","3","3","1","1","1057","1","632","","707","797","737","LdBPK_201290.1","LmjF.20.1250","","","","","LINF_200017600"
"group_2832","","","3","3","1","1","1055","1","631","","455","458","456","LdBPK_201320.1","LmjF.20.1280","","","","","LINF_200018000"
"group_2833","","","3","3","1","1","1053","1","630","","842","842","842","LdBPK_201330.1","LmjF.20.1290","","","","","LINF_200018100"
"group_2834","","","3","3","1","1","1052","1","629","","410","410","410","LdBPK_201340.1","LmjF.20.1300","","","","","LINF_200018200"
"group_2835","","","3","3","1","1","1050","1","627","","1259","1283","1267","LdBPK_201360.1","LmjF.20.1320","","","","","LINF_200018400"
"group_2836","","","3","3","1","1","1047","1","624","","2999","2999","2999","LdBPK_201390.1","LmjF.20.1350","","","","","LINF_200018700"
"group_2837","","","3","3","1","1","1042","1","620","","3764","4049","3859","LdBPK_201430.1","LmjF.20.1380","","","","","LINF_200019100"
"group_2838","","","3","3","1","1","1041","1","619","","1313","1358","1343","LdBPK_201440.1","LmjF.20.1390","","","","","LINF_200019200"
"group_2839","","","3","3","1","1","1039","1","617","","2792","2924","2836","LdBPK_201460.1","LmjF.20.1410","","","","","LINF_200019400"
"group_284","","","3","3","1","1","10868","1","8575","","158","1904","1255","LdBPK_190950.1","LmjF.19.0995","","","","","LINF_190015200"
"group_2840","","","3","3","1","1","1038","1","616","","3671","3677","3673","LdBPK_201470.1","LmjF.20.1420","","","","","LINF_200019500"
"group_2841","","","3","3","1","1","1034","1","612","","728","728","728","LdBPK_201510.1","LmjF.20.1460","","","","","LINF_200019900"
"group_2842","","","3","3","1","1","1033","1","611","","2897","2900","2898","LdBPK_201540.1","LmjF.20.1490","","","","","LINF_200020300"
"group_2843","","","3","3","1","1","1032","1","608","","2858","2861","2859","LdBPK_201550.1","LmjF.20.1500","","","","","LINF_200020400"
"group_2845","","","3","3","1","1","1029","1","605","","1826","1826","1826","LdBPK_201600.1","LmjF.20.1630","","","","","LINF_200020800"
"group_2846","","","3","3","1","1","1027","1","604","","641","641","641","LdBPK_201610.1","LmjF.20.1640","","","","","LINF_200020900"
"group_2847","","","3","3","1","1","1025","1","602","","1190","1211","1204","LdBPK_201630.1","LmjF.20.1660","","","","","LINF_200021100"
"group_2848","","","3","3","1","1","1024","1","601","","950","953","951","LdBPK_201640.1","LmjF.20.1670","","","","","LINF_200021200"
"group_2849","","","3","3","1","1","1022","1","598","","737","926","800","LdBPK_201690.1","LmjF.20.1720","","","","","LINF_200021700"
"group_285","","","3","3","1","1","10867","1","8576","","1811","1991","1871","LdBPK_190970.1","LmjF.19.1005","","","","","LINF_190015300"
"group_2850","","","3","3","1","1","1018","1","597","","1256","1256","1256","LdBPK_201700.1","LmjF.20.1730","","","","","LINF_200021800"
"group_2852","","","3","3","1","1","7240","1","6085","","701","701","701","LdBPK_210080.1","LmjF.21.0050","","","","","LINF_210005700"
"group_2853","","","3","3","1","1","7241","1","6084","","1481","1481","1481","LdBPK_210090.1","LmjF.21.0055","","","","","LINF_210005800"
"group_2854","","","3","3","1","1","7242","1","6082","","4880","4886","4882","LdBPK_210160.1","LmjF.21.0120","","","","","LINF_210006500"
"group_2855","","","3","3","1","1","7243","1","6081","","2429","2438","2432","LdBPK_210180.1","LmjF.21.0125","","","","","LINF_210006600"
"group_2856","","","3","3","1","1","7249","1","6075","","2174","2174","2174","LdBPK_210250.1","LmjF.21.0190","","","","","LINF_210007300"
"group_2857","","","3","3","1","1","7251","1","6074","","2879","2882","2880","LdBPK_210260.1","LmjF.21.0200","","","","","LINF_210007400"
"group_2858","","","3","3","1","1","7252","1","6073","","464","464","464","LdBPK_210280.1","LmjF.21.0220","","","","","LINF_210007600"
"group_2859","","","3","3","1","1","7254","1","6071","","1415","1415","1415","LdBPK_210300.1","LmjF.21.0240","","","","","LINF_210007800"
"group_2862","","","3","3","1","1","7257","1","6069","","1790","2210","1930","LdBPK_210320.1","LmjF.21.0260","","","","","LINF_210008000"
"group_2863","","","3","3","1","1","7258","1","6067","","3419","3422","3420","LdBPK_210330.1","LmjF.21.0270","","","","","LINF_210008100"
"group_2864","","","3","3","1","1","7259","1","6066","","1628","1634","1632","LdBPK_210340.1","LmjF.21.0280","","","","","LINF_210008200"
"group_2865","","","3","3","1","1","7260","1","6065","","3284","3311","3302","LdBPK_210350.1","LmjF.21.0290","","","","","LINF_210008300"
"group_2866","","","3","3","1","1","7263","1","6064","","731","767","743","LdBPK_210360.1","LmjF.21.0300","","","","","LINF_210008400"
"group_2867","","","3","3","1","1","7264","1","6063","","3200","3203","3202","LdBPK_210390.1","LmjF.21.0330","","","","","LINF_210008700"
"group_2868","","","3","3","1","1","7265","1","6060","","1403","1403","1403","LdBPK_210400.1","LmjF.21.0340","","","","","LINF_210008800"
"group_2869","","","3","3","1","1","7266","1","6059","","365","671","467","LdBPK_210410.1","LmjF.21.0350","","","","","LINF_210008900"
"group_2870","","","3","3","1","1","7270","1","6055","","1073","1073","1073","LdBPK_210450.1","LmjF.21.0390","","","","","LINF_210009300"
"group_2871","","","3","3","1","1","7271","1","6054","","2165","2165","2165","LdBPK_210460.1","LmjF.21.0400","","","","","LINF_210009400"
"group_2872","","","3","3","1","1","7272","1","6053","","3728","3743","3738","LdBPK_210470.1","LmjF.21.0410","","","","","LINF_210009500"
"group_2873","","","3","3","1","1","7273","1","6052","","2099","2099","2099","LdBPK_210480.1","LmjF.21.0420","","","","","LINF_210009600"
"group_2874","","","3","3","1","1","7275","1","6050","","812","812","812","LdBPK_210500.1","LmjF.21.0440","","","","","LINF_210009800"
"group_2875","","","3","3","1","1","7276","1","6049","","767","776","770","LdBPK_210510.1","LmjF.21.0450","","","","","LINF_210009900"
"group_2876","","","3","3","1","1","7279","1","6046","","1490","1493","1491","LdBPK_210540.1","LmjF.21.0480","","","","","LINF_210010200"
"group_2877","","","3","3","1","1","7280","1","6045","","1346","1361","1356","LdBPK_210550.1","LmjF.21.0490","","","","","LINF_210010300"
"group_2878","","","3","3","1","1","7281","1","6044","","644","644","644","LdBPK_210560.1","LmjF.21.0500","","","","","LINF_210010400"
"group_2880","","","3","3","1","1","7283","1","6042","","1343","1343","1343","LdBPK_210580.1","LmjF.21.0520","","","","","LINF_210010600"
"group_2881","","","3","3","1","1","7284","1","6041","","3446","3464","3458","LdBPK_210590.1","LmjF.21.0530","","","","","LINF_210010900"
"group_2882","","","3","3","1","1","7285","1","6040","","1010","1019","1013","LdBPK_210600.1","LmjF.21.0540","","","","","LINF_210011000"
"group_2883","","","3","3","1","1","7286","1","6039","","1184","1184","1184","LdBPK_210610.1","LmjF.21.0550","","","","","LINF_210011100"
"group_2884","","","3","3","1","1","7287","1","6038","","290","290","290","LdBPK_210620.1","LmjF.21.0560","","","","","LINF_210011200"
"group_2885","","","3","3","1","1","7288","1","6037","","1325","1325","1325","LdBPK_210630.1","LmjF.21.0570","","","","","LINF_210011300"
"group_2886","","","3","3","1","1","7289","1","6036","","1394","1400","1396","LdBPK_210640.1","LmjF.21.0580","","","","","LINF_210011400"
"group_2887","","","3","3","1","1","7290","1","6035","","1166","1166","1166","LdBPK_210650.1","LmjF.21.0590","","","","","LINF_210011500"
"group_2888","","","3","3","1","1","7294","1","6031","","1769","1769","1769","LdBPK_210700.1","LmjF.21.0640","","","","","LINF_210012000"
"group_2889","","","3","3","1","1","7297","1","4764","","446","446","446","LdBPK_210750.1","LmjF.21.0690","","","","","LINF_210012500"
"group_2890","","","3","3","1","1","7299","1","4765","","1865","1865","1865","LdBPK_210760.1","LmjF.21.0700","","","","","LINF_210012600"
"group_2892","","","3","3","1","1","7304","1","4771","","1493","1493","1493","LdBPK_210850.1","LmjF.21.0770","","","","","LINF_210013500"
"group_2893","","","3","3","1","1","7305","1","4772","","2348","3278","2658","LdBPK_210860.1","LmjF.21.0780","","","","","LINF_210013600"
"group_2894","","","3","3","1","1","7307","1","4773","","866","866","866","LdBPK_210870.1","LmjF.21.0790","","","","","LINF_210013700"
"group_2895","","","3","3","1","1","7310","1","4775","","2243","2243","2243","LdBPK_210890.1","LmjF.21.0810","","","","","LINF_210013900"
"group_2896","","","3","3","1","1","7312","1","4777","","2936","2954","2948","LdBPK_210910.1","LmjF.21.0823","","","","","LINF_210014200"
"group_2897","","","3","3","1","1","7315","1","4780","","1154","1154","1154","LdBPK_210940.1","LmjF.21.0830","","","","","LINF_210014500"
"group_2898","","","3","3","1","1","7316","1","4781","","947","971","963","LdBPK_210950.1","LmjF.21.0835","","","","","LINF_210014600"
"group_2899","","","3","3","1","1","6969","1","4755","","959","959","959","LdBPK_210970.1","LmjF.21.0843","","","","","LINF_210014800"
"group_2900","","","3","3","1","1","6967","1","4753","","716","725","722","LdBPK_210990.1","LmjF.21.0850","","","","","LINF_210015000"
"group_2901","","","3","3","1","1","6965","1","4751","","890","890","890","LdBPK_211010.1","LmjF.21.0855","","","","","LINF_210015200"
"group_2902","","","3","3","1","1","6963","1","4749","","2030","2030","2030","LdBPK_211030.1","LmjF.21.0865","","","","","LINF_210015400"
"group_2903","","","3","3","1","1","6962","1","4748","","2732","2750","2741","LdBPK_211040.1","LmjF.21.0870","","","","","LINF_210015500"
"group_2904","","","3","3","1","1","6961","1","4747","","2567","2567","2567","LdBPK_211050.1","LmjF.21.0873","","","","","LINF_210015600"
"group_2905","","","3","3","1","1","6960","1","4746","","2855","2861","2857","LdBPK_211070.1","LmjF.21.0880","","","","","LINF_210015800"
"group_2906","","","3","3","1","1","6959","1","4744","","326","326","326","LdBPK_211080.1","LmjF.21.0882","","","","","LINF_210015900"
"group_2907","","","3","3","1","1","6958","1","4743","","611","611","611","LdBPK_211090.1","LmjF.21.0883","","","","","LINF_210016000"
"group_2908","","","3","3","1","1","6955","1","4740","","1925","1946","1932","LdBPK_211120.1","LmjF.21.0895","","","","","LINF_210016300"
"group_2909","","","3","3","1","1","6953","1","4738","","398","398","398","LdBPK_211160.1","LmjF.21.0915","","","","","LINF_210016700"
"group_2912","","","3","3","1","1","6949","1","4735","","5402","5402","5402","LdBPK_211220.1","LmjF.21.0980","","","","","LINF_210017400"
"group_2913","","","3","3","1","1","6948","1","4732","","428","428","428","LdBPK_211230.1","LmjF.21.0990","","","","","LINF_210017500"
"group_2914","","","3","3","1","1","6947","1","4731","","6146","6149","6147","LdBPK_211240.1","LmjF.21.1000","","","","","LINF_210017600"
"group_2915","","","3","3","1","1","6945","1","4729","","884","947","905","LdBPK_211260.1","LmjF.21.1020","","","","","LINF_210017800"
"group_2916","","","3","3","1","1","6944","1","4728","","2444","2468","2460","LdBPK_211270.1","LmjF.21.1030","","","","","LINF_210017900"
"group_2919","","","3","3","1","1","6936","1","4689","","911","911","911","LdBPK_211380.1","LmjF.21.1140","","","","","LINF_210019400"
"group_2920","","","3","3","1","1","6934","1","4687","","3398","3404","3400","LdBPK_211400.1","LmjF.21.1160","","","","","LINF_210019600"
"group_2923","","","3","3","1","1","6931","1","4684","","2360","2360","2360","LdBPK_211430.1","LmjF.21.1190","","","","","LINF_210020000"
"group_2924","","","3","3","1","1","6930","1","4683","","881","881","881","LdBPK_211440.1","LmjF.21.1200","","","","","LINF_210020100"
"group_2925","","","3","3","1","1","6929","1","4682","","854","854","854","LdBPK_211450.1","LmjF.21.1210","","","","","LINF_210020200"
"group_2926","","","3","3","1","1","6928","1","4681","","4118","4346","4194","LdBPK_211460.1","LmjF.21.1220","","","","","LINF_210020300"
"group_2927","","","3","3","1","1","6927","1","4680","","1805","1916","1842","LdBPK_211470.1","LmjF.21.1230","","","","","LINF_210020400"
"group_2928","","","3","3","1","1","6926","1","4679","","3788","3788","3788","LdBPK_211480.1","LmjF.21.1240","","","","","LINF_210020500"
"group_2929","","","3","3","1","1","6925","1","4678","","809","974","864","LdBPK_211490.1","LmjF.21.1250","","","","","LINF_210020600"
"group_2930","","","3","3","1","1","6924","1","4677","","1496","1502","1498","LdBPK_211500.1","LmjF.21.1260","","","","","LINF_210020700"
"group_2931","","","3","3","1","1","6923","1","4676","","2507","2585","2533","LdBPK_211510.1","LmjF.21.1270","","","","","LINF_210020800"
"group_2932","","","3","3","1","1","6922","1","4675","","1331","1862","1508","LdBPK_211520.1","LmjF.21.1280","","","","","LINF_210020900"
"group_2933","","","3","3","1","1","6921","1","4674","","773","773","773","LdBPK_211530.1","LmjF.21.1290","","","","","LINF_210021000"
"group_2934","","","3","3","1","1","6920","1","4673","","821","830","827","LdBPK_211540.1","LmjF.21.1295","","","","","LINF_210021100"
"group_2935","","","3","3","1","1","6919","1","4672","","1751","2039","1847","LdBPK_211550.1","LmjF.21.1300","","","","","LINF_210021200"
"group_2937","","","3","3","1","1","6917","1","4670","","485","485","485","LdBPK_211570.1","LmjF.21.1320","","","","","LINF_210021400"
"group_2938","","","3","3","1","1","6916","1","4669","","4778","4802","4793","LdBPK_211580.1","LmjF.21.1330","","","","","LINF_210021500"
"group_2939","","","3","3","1","1","6915","1","4668","","1451","1451","1451","LdBPK_211590.1","LmjF.21.1340","","","","","LINF_210021600"
"group_2940","","","3","3","1","1","6914","1","4667","","4751","4757","4753","LdBPK_211600.1","LmjF.21.1350","","","","","LINF_210021700"
"group_2941","","","3","3","1","1","6913","1","4666","","1070","1169","1103","LdBPK_211610.1","LmjF.21.1360","","","","","LINF_210021800"
"group_2942","","","3","3","1","1","6912","1","4665","","3149","3149","3149","LdBPK_211620.1","LmjF.21.1370","","","","","LINF_210022000"
"group_2943","","","3","3","1","1","6911","1","4664","","1103","1103","1103","LdBPK_211630.1","LmjF.21.1380","","","","","LINF_210022200"
"group_2944","","","3","3","1","1","6910","1","4661","","1790","1793","1791","LdBPK_211640.1","LmjF.21.1390","","","","","LINF_210022400"
"group_2946","","","3","3","1","1","6906","1","4657","","806","809","807","LdBPK_211660.1","LmjF.21.1420","","","","","LINF_210022700"
"group_2947","","","3","3","1","1","6904","1","4656","","1439","1439","1439","LdBPK_211670.1","LmjF.21.1430","","","","","LINF_210022900"
"group_2948","","","3","3","1","1","6902","1","4654","","3218","3248","3238","LdBPK_211690.1","LmjF.21.1450","","","","","LINF_210023100"
"group_2949","","","3","3","1","1","6901","1","4653","","1532","2117","1727","LdBPK_211700.1","LmjF.21.1460","","","","","LINF_210023200"
"group_2950","","","3","3","1","1","6900","1","4652","","818","1025","887","LdBPK_211710.1","LmjF.21.1470","","","","","LINF_210023300"
"group_2951","","","3","3","1","1","6898","1","4650","","2000","2012","2004","LdBPK_211730.1","LmjF.21.1490","","","","","LINF_210023500"
"group_2952","","","3","3","1","1","6896","1","4648","","4385","4397","4393","LdBPK_211750.1","LmjF.21.1510","","","","","LINF_210023700"
"group_2954","","","3","3","1","1","6894","1","4646","","2027","2036","2030","LdBPK_211770.1","LmjF.21.1530","","","","","LINF_210023900"
"group_2955","","","3","3","1","1","6891","1","4643","","1592","1634","1620","LdBPK_211800.1","LmjF.21.1560","","","","","LINF_210024200"
"group_2957","","","3","3","1","1","6888","1","4640","","1187","1187","1187","LdBPK_211830.1","LmjF.21.1555","","","","","LINF_210024400"
"group_2959","","","3","3","1","1","6886","1","4638","","1313","1313","1313","LdBPK_211850.1","LmjF.21.1561","","","","","LINF_210024600"
"group_2960","","","3","3","1","1","6885","1","4637","","1607","1607","1607","LdBPK_211860.1","LmjF.21.1563","","","","","LINF_210024700"
"group_2961","","","3","3","1","1","6882","1","4633","","2795","2795","2795","LdBPK_211910.1","LmjF.21.1569","","","","","LINF_210025200"
"group_2962","","","3","3","1","1","6881","1","4632","","1802","1895","1864","LdBPK_211920.1","LmjF.21.1570","","","","","LINF_210025300"
"group_2963","","","3","3","1","1","6880","1","4631","","1889","1994","1959","LdBPK_211930.1","LmjF.21.1580","","","","","LINF_210025400"
"group_2964","","","3","3","1","1","6879","1","4630","","1409","1412","1411","LdBPK_211940.1","LmjF.21.1590","","","","","LINF_210025500"
"group_2965","","","3","3","1","1","6877","1","4629","","893","893","893","LdBPK_212020.1","LmjF.21.1660","","","","","LINF_210026300"
"group_2966","","","3","3","1","1","6876","1","4628","","1331","1331","1331","LdBPK_212030.1","LmjF.21.1670","","","","","LINF_210026400"
"group_2967","","","3","3","1","1","6873","1","4625","","239","239","239","LdBPK_212230.1","LmjF.21.1855","","","","","LINF_210028400"
"group_2968","","","3","3","1","1","7478","1","4937","","434","434","434","LdBPK_220003.1","LmjF.22.0020","","","","","LINF_220005200"
"group_2969","","","3","3","1","1","5163","1","5744","","566","581","571","","LmjF.04.0470","","Tbg972.9.4140","","","LINF_040009700"
"group_2971","","","3","3","1","1","7479","1","4938","","566","566","566","LdBPK_220004.1","LmjF.22.0030","","","","","LINF_220005300"
"group_2972","","","3","3","1","1","7480","1","4939","","863","863","863","LdBPK_220005.1","LmjF.22.0040","","","","","LINF_220005400"
"group_2973","","","3","3","1","1","7481","1","4940","","2318","2318","2318","LdBPK_220007.1","LmjF.22.0060","","","","","LINF_220005600"
"group_2974","","","3","3","1","1","7483","1","4942","","995","995","995","LdBPK_220009.1","LmjF.22.0080","","","","","LINF_220005800"
"group_2975","","","3","3","1","1","7484","1","4943","","3113","3134","3127","LdBPK_220011.1","LmjF.22.0090","","","","","LINF_220005900"
"group_2976","","","3","3","1","1","7485","1","4944","","731","731","731","LdBPK_220012.1","LmjF.22.0100","","","","","LINF_220006000"
"group_2977","","","3","3","1","1","7486","1","4946","","1970","1970","1970","LdBPK_220013.1","LmjF.22.0110","","","","","LINF_220006100"
"group_2979","","","3","3","1","1","7489","1","4948","","1370","1655","1465","LdBPK_220020.1","LmjF.22.0140","","","","","LINF_220006400"
"group_2980","","","3","3","1","1","7490","1","4949","","1427","1427","1427","LdBPK_220030.1","LmjF.22.0150","","","","","LINF_220006500"
"group_2981","","","3","3","1","1","7492","1","4951","","3554","3602","3579","LdBPK_220050.1","LmjF.22.0170","","","","","LINF_220006700"
"group_2982","","","3","3","1","1","7493","1","4952","","782","782","782","LdBPK_220060.1","LmjF.22.0180","","","","","LINF_220006800"
"group_2983","","","3","3","1","1","7494","1","4953","","1346","1346","1346","LdBPK_220070.1","LmjF.22.0190","","","","","LINF_220006900"
"group_2984","","","3","3","1","1","7496","1","4955","","2684","2684","2684","LdBPK_220090.1","LmjF.22.0220","","","","","LINF_220007100"
"group_2985","","","3","3","1","1","7497","1","4956","","1457","1457","1457","LdBPK_220100.1","LmjF.22.0230","","","","","LINF_220007200"
"group_2986","","","3","3","1","1","7499","1","4958","","776","776","776","LdBPK_220120.1","LmjF.22.0250","","","","","LINF_220007400"
"group_2987","","","3","3","1","1","7500","1","4959","","848","848","848","LdBPK_220130.1","LmjF.22.0260","","","","","LINF_220007500"
"group_2988","","","3","3","1","1","7501","1","4960","","227","227","227","LdBPK_220140.1","LmjF.22.0270","","","","","LINF_220007600"
"group_2989","","","3","3","1","1","7502","1","4961","","383","404","390","LdBPK_220150.1","LmjF.22.0275","","","","","LINF_220007700"
"group_2990","","","3","3","1","1","7503","1","4962","","2525","2525","2525","LdBPK_220160.1","LmjF.22.0280","","","","","LINF_220007800"
"group_2991","","","3","3","1","1","7504","1","4963","","1394","1394","1394","LdBPK_220170.1","LmjF.22.0290","","","","","LINF_220007900"
"group_2992","","","3","3","1","1","7505","1","4964","","1685","1685","1685","LdBPK_220180.1","LmjF.22.0300","","","","","LINF_220008000"
"group_2993","","","3","3","1","1","7506","1","4965","","2030","2030","2030","LdBPK_220190.1","LmjF.22.0310","","","","","LINF_220008100"
"group_2994","","","3","3","1","1","7507","1","4966","","1055","1073","1061","LdBPK_220200.1","LmjF.22.0320","","","","","LINF_220008200"
"group_2995","","","3","3","1","1","7508","1","4967","","3269","3269","3269","LdBPK_220210.1","LmjF.22.0330","","","","","LINF_220008300"
"group_2997","","","3","3","1","1","7512","1","4971","","824","824","824","LdBPK_220250.1","LmjF.22.0370","","","","","LINF_220008700"
"group_2998","","","3","3","1","1","7513","1","4972","","1352","1355","1353","LdBPK_220270.1","LmjF.22.0390","","","","","LINF_220008900"
"group_2999","","","3","3","1","1","7514","1","4973","","2180","2183","2182","LdBPK_220280.1","LmjF.22.0400","","","","","LINF_220009000"
"group_30","","","3","3","1","1","1456","2","51","","1961","1961","1961","LdBPK_061320.1","LmjF.06.1260","","","","","LINF_060018800"
"group_3000","","","3","3","1","1","7518","1","4974","","3557","3560","3559","LdBPK_220290.1","LmjF.22.0410","","","","","LINF_220009100"
"group_3001","","","3","3","1","1","7524","1","4984","","1247","1280","1258","LdBPK_220350.1","LmjF.22.0470","","","","","LINF_220010200"
"group_3002","","","3","3","1","1","7525","1","4986","","1334","1793","1487","LdBPK_220360.1","LmjF.22.0480","","","","","LINF_220010300"
"group_3003","","","3","3","1","1","7527","1","4988","","1538","1556","1550","LdBPK_220380.1","LmjF.22.0500","","","","","LINF_220010500"
"group_3004","","","3","3","1","1","7528","1","4989","","3404","3404","3404","LdBPK_220400.1","LmjF.22.0520","","","","","LINF_220010700"
"group_3005","","","3","3","1","1","7530","1","4991","","2669","2675","2671","LdBPK_220430.1","LmjF.22.0560","","","","","LINF_220011000"
"group_3006","","","3","3","1","1","7532","1","4993","","551","551","551","LdBPK_220450.1","LmjF.22.0580","","","","","LINF_220011200"
"group_3008","","","3","3","1","1","7534","1","4995","","782","782","782","LdBPK_220480.1","LmjF.22.0610","","","","","LINF_220011500"
"group_3010","","","3","3","1","1","7537","1","5451","","3425","3437","3433","LdBPK_220500.1","LmjF.22.0630","","","","","LINF_220011700"
"group_3011","","","3","3","1","1","7538","1","5450","","5357","5363","5359","LdBPK_220510.1","LmjF.22.0640","","","","","LINF_220011800"
"group_3012","","","3","3","1","1","7539","1","5449","","1502","1541","1515","LdBPK_220520.1","LmjF.22.0650","","","","","LINF_220011900"
"group_3013","","","3","3","1","1","7551","1","5446","","3437","3464","3447","LdBPK_220570.1","LmjF.22.0750","","","","","LINF_220013400"
"group_3014","","","3","3","1","1","7553","1","5438","","362","362","362","LdBPK_220580.1","LmjF.22.0760","","","","","LINF_220013500"
"group_3015","","","3","3","1","1","7562","1","5433","","2114","2117","2116","LdBPK_220710.1","LmjF.22.0880","","","","","LINF_220014800"
"group_3016","","","3","3","1","1","7564","1","5431","","2792","2792","2792","LdBPK_220730.1","LmjF.22.0900","","","","","LINF_220015000"
"group_3017","","","3","3","1","1","7566","1","5429","","2654","2774","2694","LdBPK_220750.1","LmjF.22.0920","","","","","LINF_220015200"
"group_3018","","","3","3","1","1","7569","1","5426","","1076","1076","1076","LdBPK_220770.1","LmjF.22.0950","","","","","LINF_220015500"
"group_3019","","","3","3","1","1","7570","1","5425","","3767","4367","3967","LdBPK_220780.1","LmjF.22.0960","","","","","LINF_220015600"
"group_3020","","","3","3","1","1","7572","1","5423","","2120","2789","2343","LdBPK_220800.1","LmjF.22.0980","","","","","LINF_220015800"
"group_3021","","","3","3","1","1","7573","1","5422","","3638","3647","3644","LdBPK_220810.1","LmjF.22.0990","","","","","LINF_220015900"
"group_3022","","","3","3","1","1","7574","1","5421","","1760","1763","1762","LdBPK_220820.1","LmjF.22.1000","","","","","LINF_220016000"
"group_3023","","","3","3","1","1","7575","1","5420","","1742","1751","1748","LdBPK_220830.1","LmjF.22.1010","","","","","LINF_220016100"
"group_3025","","","3","3","1","1","7578","1","5417","","2036","2036","2036","LdBPK_220860.1","LmjF.22.1040","","","","","LINF_220016400"
"group_3026","","","3","3","1","1","7579","1","5416","","2891","2897","2895","LdBPK_220870.1","LmjF.22.1050","","","","","LINF_220016500"
"group_3027","","","3","3","1","1","7582","1","5413","","758","758","758","LdBPK_220900.1","LmjF.22.1080","","","","","LINF_220016800"
"group_3028","","","3","3","1","1","7584","1","5411","","7499","7505","7503","LdBPK_220920.1","LmjF.22.1100","","","","","LINF_220017000"
"group_3029","","","3","3","1","1","7585","1","5410","","16907","16985","16958","LdBPK_220930.1","LmjF.22.1110","","","","","LINF_220017100"
